id,path,text_name,extension,size,folder,num_files,depth,parent,uid
99,Google_20221008/YouTube 和 YouTube Music/播放列表,播放列表,,6952,1,11,2,96,501
100,Google_20221008/YouTube 和 YouTube Music/播放列表/Baking.csv,Baking,csv,449,0,,2,99,501
101,Google_20221008/YouTube 和 YouTube Music/播放列表/Art.csv,Art,csv,374,0,,2,99,501
102,Google_20221008/YouTube 和 YouTube Music/播放列表/Media Studies.csv,Media Studies,csv,570,0,,2,99,501
103,Google_20221008/YouTube 和 YouTube Music/播放列表/Zoology.csv,Zoology,csv,306,0,,2,99,501
104,Google_20221008/YouTube 和 YouTube Music/播放列表/Poetry_Literature.csv,Poetry_Literature,csv,352,0,,2,99,501
105,Google_20221008/YouTube 和 YouTube Music/播放列表/Uploads from Yifan Zou.csv,Uploads from Yifan Zou,csv,187,0,,2,99,501
106,Google_20221008/YouTube 和 YouTube Music/播放列表/Music.csv,Music,csv,484,0,,2,99,501
107,Google_20221008/YouTube 和 YouTube Music/播放列表/Liked videos.csv,Liked videos,csv,2211,0,,2,99,501
108,Google_20221008/YouTube 和 YouTube Music/播放列表/History_Society.csv,History_Society,csv,278,0,,2,99,501
109,Google_20221008/YouTube 和 YouTube Music/播放列表/Watch later.csv,Watch later,csv,1354,0,,2,99,501
110,Google_20221008/YouTube 和 YouTube Music/播放列表/English Learning.csv,English Learning,csv,387,0,,2,99,501
111,Google_20221008/YouTube 和 YouTube Music/订阅内容,订阅内容,,3537,1,1,2,96,501
112,Google_20221008/YouTube 和 YouTube Music/订阅内容/订阅内容.csv,订阅内容,csv,3537,0,,2,111,501
113,Google_20221008/YouTube 和 YouTube Music/历史记录,历史记录,,2781375,1,2,2,96,501
114,Google_20221008/YouTube 和 YouTube Music/历史记录/观看记录.html,观看记录,html,1688711,0,,2,113,501
115,Google_20221008/YouTube 和 YouTube Music/历史记录/搜索记录.html,搜索记录,html,1092664,0,,2,113,501
116,Google_20221008/通讯录,通讯录,,1603,1,3,1,1,501
117,Google_20221008/通讯录/Starred in Android,Starred in Android,,0,1,1,2,116,501
118,Google_20221008/通讯录/Starred in Android/Starred in Android.vcf,Starred in Android,vcf,0,0,,2,117,501
119,Google_20221008/通讯录/通讯录,通讯录,,129,1,1,2,116,501
120,Google_20221008/通讯录/通讯录/通讯录.vcf,通讯录,vcf,129,0,,2,119,501
121,Google_20221008/通讯录/所有联系人,所有联系人,,1186,1,1,2,116,501
122,Google_20221008/通讯录/所有联系人/所有联系人.vcf,所有联系人,vcf,1186,0,,2,121,501
123,Google_20221008/个人资料,个人资料,,3240142,1,3,1,1,501
124,Google_20221008/个人资料/个人资料照片,个人资料照片,,1602766,1,1,2,123,501
125,Google_20221008/个人资料/个人资料照片/ProfilePicturePhoto.jpg,ProfilePicturePhoto,jpg,1602766,0,,2,124,501
